brand,product_id,product_title,current_pa_origin,proposed_pa_origin,current_custom_origin,proposed_custom_origin,actions,reasons,has_structured_description,structured_description_would_change,faq_would_change
Skincafe,75197,"Skin Cafe Soft Lips Lip Balm Vitamin E-Smoothie",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Skincafe,75199,"Skin Cafe End Off Hair Fall Biotin Shampoo with Onion Extract 250ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Skincafe,75201,"Skin Cafe Coconut Oil 100ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Skincafe,75203,"Skin Cafe Micellar Water 120ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Skincafe,75205,"Skin Cafe 100% Natural Rose Water Face And Body Mist 120ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Skincafe,75207,"Skin Cafe Silky Tresses Moisturizing Conditioner 120ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_bangladesh,no,no,yes
Skincafe,75209,"Skin Cafe 100% Natural Essential Oil Rosemary (10ml)",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Skincafe,75211,"Skin Cafe Sunscreen SPF 50 PA+++ Lightweight &#038; Non-Greasy (60g)",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Skincafe,75213,"Skin Cafe Hydrating Hyaluronic Acid Face Wash with Seaweed Extract (Dry &#038; Sensitive Skin) 140ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Skinlife,74321,"SkinLife Foaming Face Wash Pump 160ml",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
"St. Ives",36356,"Stives Blackhead Clearing Green Tea Scrub 170ge",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,no,no,yes
"St. Ives",36360,"Stives Fresh Skin Apricot Scrub 170ge",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
"St. Ives",36365,"Stives Avocado And Honey Soft Skin Scrub 170ge",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
"St. Ives",36368,"Stives Acne Control Oil Free Apricot Scrub 170ge",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
"St. Ives",36374,"Stives Energizing Coconut &#038; Coffee Scrub 170ge",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
"St. Ives",36378,"Stives Nourish &#038; Smooth Oatmeal Scrub &#038; Mask 150ml",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
"St. Ives",36383,"Stives Even &#038; Bright Pink Lemon &#038; Orange Scrub 150ml",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
"St. Ives",36386,"Stives Blemish Control Apricot Scrub 150ml",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
Streax,75261,"Streax Professional Vitariche Gloss Hair Serum 45ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Streax,75265,"Streax Walnut Hair Serum 115ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Sudocrem,75361,"Sudocrem Antiseptic Healing Cream 125g",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Sunsilk,75267,"Sunsilk Perfect Straight Conditioner 300ml",multinational,multinational,Korea,Multinational,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_multinational,yes,yes,yes
Sunsilk,75269,"Sunsilk Black Shine Shampoo 160ml",multinational,multinational,Korea,Multinational,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_multinational,yes,yes,yes
Sunsilk,75271,"Sunsilk Hair Fall Solution Shampoo 160ml",multinational,multinational,Korea,Multinational,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_multinational,yes,yes,yes
Sunsilk,75273,"Sunsilk Perfect Straight Shampoo 300ml",multinational,multinational,Korea,Multinational,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_multinational,yes,yes,yes
Sunsilk,75275,"Sunsilk Hair Fall Solution Conditioning Smoothies 300ml",multinational,multinational,Korea,Multinational,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_multinational,yes,yes,yes
Superdrug,37192,"Superdrug Naturally Radiant Cream Normal/Dry Skin 75ml",uk,uk,Korea,UK,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_uk,yes,no,yes
Superdrug,37198,"Superdrug Naturally Radiant Renewing Night Cream 75ml",uk,uk,Korea,UK,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_uk,yes,no,yes
Superdrug,37206,"Superdrug Naturally Radiant 2in1 Moisturiser &#038; Serum 50ml",uk,uk,Korea,UK,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_uk,yes,no,yes
"Sweet Beauty",75277,"SWEET BEAUTY Silicone Mask Stick 2-In-1",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
"Swiss Beauty",75279,"Swiss Beauty Matte Cat Lip Crayon- 05 (Flattering Peach) 1.5g",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75281,"SWISS BEAUTY Holographic Waterproof Long-Lasting Eyeliner (01- Milky Way) 0.2g",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75283,"Swiss Beauty Matte Cat Lip Crayon- 14",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75285,"Swiss Beauty Matte Cat Lip Crayon- 11",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75287,"Swiss Beauty Matte Cat Lip Crayon- 06",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75289,"Swiss Beauty Matte Cat Lip Crayon- 02",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75291,"Swiss Beauty Matte Cat Lip Crayon- 01",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75293,"Swiss Beauty Matte Lip Liquid Lipstick- 38",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75295,"Swiss Beauty Matte Lip Liquid Lipstick- 27",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75297,"Swiss Beauty Matte Lip Liquid Lipstick- 22",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75299,"Swiss Beauty Matte Lip Liquid Lipstick-19",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75301,"Swiss Beauty Matte Lip Liquid Lipstick- 12",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75303,"Swiss Beauty Matte Lip Liquid Lipstick- 03",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75305,"Swiss Beauty Matte Lip Liquid Lipstick- 01",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75307,"Swiss Beauty Airbrush Finish Foundation Fair Ivory SB-512",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75309,"Swiss Beauty Airbrush Finish Foundation Golden Beige SB-512",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75311,"Swiss Beauty Natural Makeup Fixer Aloe Vera With Vitamin-E 70ml",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75329,"Swiss Beauty Cream It Up Blush with Shea Butter (02- Natural Flush) 10g",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Swiss Beauty",75331,"Swiss Beauty Cream It Up Blush with Shea Butter (05-cheek-0-Pink) 10g",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
Syoss,61700,"Syoss Algae Root Strengthening Shampoo 680 ml",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Technic,31919,"Technic Almond 24 False Nails With Glue &#8211; Gloss Purple",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Technic,31924,"Technic Stiletto 24 False Nails With Glue &#8211; Gloss Red",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Technic,31925,"Technic Squareletto 24 False Nails With Glue &#8211; Rose Gold Glitter",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Technic,31935,"Technic TheGlitz Liquid Glitter Eyeshadow (Black) &#8211; 5ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Technic,75341,"Technic Colour Correcting Setting Powder 20g",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Technic,75343,"Technic Matte Setting Spray 31ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Technic,75345,"TECHNIC Primer Spray 31ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Technic,75347,"Technic Magic Mist Rose Gold Illuminating Setting Spray 80ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Technic,75349,"Technic Blueberry Pie Pressed Pigment Palette",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Technic,75351,"Technic Chocolate Truffle Pressed Pigment Palette",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Technic,75353,"Technic Makeup Dewy Setting Spray Fixant 31ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Technic,75355,"Technic Matte Mega Bronze Palette",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Technic,75357,"Technic Mega Glow Highlighter Palette",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Technic,75359,"Technic Makeup Setting Spray Fixant 31ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",26259,"The Body Shop Himalayan Charcoal Purifying Glow Mask 75ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",26267,"The Body Shop Vitamin E Night Nourishing Cream 50ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",34069,"The Body Shop Guarana &#038; Coffee Energising Cleanser For Men &#8211; 150ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",36929,"The Body Shop Born Lippy Pot Lip Balm – Watermelon",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_uk,yes,yes,no
"The Body Shop",36938,"The Body Shop Born Lippy Pot Lip Balm – Satsuma Shimmer",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",36941,"The Body Shop Mascara Super Volume",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",36944,"The Body Shop Tea Tree Flawless BB Cream- 01 Light",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_uk,yes,yes,no
"The Body Shop",36947,"The Body Shop Tea Tree Flawless BB Cream- 02 Medium",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",36950,"The Body Shop Tea Tree Flawless BB Cream- 03 Dark",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",36953,"The Body Shop All In One Instablur",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",36956,"The Body Shop Shimmer Waves- Bronze",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37353,"The Body Shop Drops Of Youth Concentrate 30ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37356,"The Body Shop Vitamin E Gentle Facial Wash 125ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37359,"The Body Shop Drops Of Light Pure Clarifying Foam Wash 125ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37363,"The Body Shop Vitamin C Facial Cleansing Polish 125ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37366,"The Body Shop Seaweed Deep Cleansing Gel Wash 125ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37369,"The Body Shop Grapeseed Glossing Hair Serum 60ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37372,"The Body Shop Tea Tree Mattifying Lotion 50ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37375,"The Body Shop Tea Tree Skin Clearing Facial Wash 250ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_uk,yes,yes,no
"The Body Shop",37378,"The Body Shop Drops of Light Pure Resurfacing Liquid Peel 145ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37381,"The Body Shop Aloe Multi Use Soothing Gel 200ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37384,"The Body Shop Vitamin E Cream Cleanser 250ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37387,"The Body Shop Seaweed Oil Balancing Toner 250ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37390,"The Body Shop Aloe Calming Foaming Wash 150ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37393,"The Body Shop Aloe Calming Toner 250ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37400,"The Body Shop Aloe Calming Cream Facial Cleanser 250ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37410,"The Body Shop Japanese Matcha Tea Pollution Clearing 75ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37414,"The Body Shop Vitamin E Gel Moisture Cream 50ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37433,"The Body Shop Oils of Life Sleeping Cream 50ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37436,"The Body Shop Drops Of Light Brightening Serum 30ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37439,"The body Shop Skin Defence Multi-protection Lotion Spf 50+pa++++ 40ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_uk,yes,yes,no
"The Body Shop",37442,"The Body Shop Roots Of Strength Firming Shaping Cream 50ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37448,"The Body Shop Pomegranate Firming Day Cream 50ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37452,"THE BODY SHOP Aloe Moisturizing Day Cream 50ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37455,"The Body shop Seaweed Oil Control Gel Cream 50ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37459,"The Body Shop Vitamin E Nourishing Night Cream 72H 50ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37462,"The Body Shop Vitamin C Glow Boosting Moisturiser 50ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37465,"The Body Shop Tea Tree Oil 20ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37468,"The Body Shop Tea Tree Anti-Imperfection Solution 50 ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37471,"The Body Shop Tea Tree Night Lotion 30ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37474,"The Body Shop Fresh Raspberry Hydrating Body Mist 100ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37477,"The Body Shop Drops of Light Pure Resurfacing Liquid Peel 100ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37480,"The Body Shop Tea Tree Iconic Oil Collections 3 Peice 3x 10ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37483,"The Body Shop Tea Tree Targeted Gel 5 x 2.5ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Body Shop",37487,"The Body Shop Lightening Shade Adjusting Drops 15ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Derma Plus",75449,"The Derma Plus Kojic Acid Soap 100g",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"The Derma Plus",75451,"The Derma Plus Dark Spot Correcting Glow Face Serum 30 Ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"The Dermalix",75461,"The Dermalix Rose Soothing Shower Gel 250ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"The Dermalix",75463,"The Dermalix Shea Butter Brightening Shower Gel 250ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"The Inkey List",27212,"THE INKEY LIST Salicylic Acid Cleanser 150ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_uk,yes,yes,no
"The Inkey List",27227,"The INKEY List Succinic Acid Acne Blemish Treatment Gel 15ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_uk,yes,yes,no
"The Inkey List",27228,"The INKEY List Lactic Acid Serum 30ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63865,"The Inkey List Bakucchoil &#8211; 30ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63867,"The Inkey List Brighten-i Eye Cream &#8211; 15ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63869,"The Inkey List Beta Hydroxy Acid &#8211; 30ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63871,"The Inkey List Multi-Biotic Moisturizer &#8211; 30ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63873,"The Inkey List Collagen Booster 30ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63875,"The Inkey List Vitamin C &#8211; 30ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63877,"The Inkey List Glycolic Acid Toner &#8211; 100 ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63879,"The Inkey List 15% Vitamin C And EGF &#8211; 30 ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63881,"The Inkey List Polyglutamic Acid &#8211; 30 ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63883,"The Inkey List Fulvic Acid Brightening Cleanser &#8211; 150 ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63885,"The Inkey List Rosehip Oil &#8211; 30 ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63887,"The Inkey List Peptide Moisturizer &#8211; 50 ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63889,"The Inkey List Lactic Acid &#8211; 30 ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63891,"The Inkey List Hyaluronic Acid &#8211; 30 ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63893,"The Inkey List Retinol Eye Cream &#8211; 15 ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63895,"The Inkey List Vitamin B, C And E Moisturizer &#8211; 50 ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63897,"The Inkey List Alpha Arbutin &#8211; 30 ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63899,"The Inkey List Oat Cleansing Balm &#8211; 150ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63901,"The Inkey List Succinic Acid Acne Treatment &#8211; 15 ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
